date,agricultura,petroleo_minas,manufactura,construccion,comercio,servicios,impuestos_netos,imaec_total,imaec_petrolero,imaec_no_petrolero,imaec_vulnerable
2024-08-01,112.94376547325,105.8440876006198,102.5658052663848,69.51025047715686,107.1723871202425,108.6279873949063,91.14371775282102,104.4823127869971,89.09808195068258,106.8163471272326,96.96910756467261
2024-09-01,114.2901620480759,103.6020063934489,100.3894940191438,69.95514132986632,106.8434457986627,108.5637904013755,98.18821704915186,104.4985907968895,86.65156062653531,106.5637946529461,96.43796788726208
2024-10-01,116.6286842993652,99.13826531828761,100.0312045555705,69.71700328321997,109.1646829245718,110.1162645542889,94.4585298514975,105.0288614435009,87.37518359266907,107.3861735454826,97.2572888294128
2024-11-01,124.4787605867897,95.7866146573628,108.9312587613098,69.98569374090158,115.7495843368854,108.7001366029259,95.64400590584762,106.954243040916,87.77691071269761,109.5149880498961,100.84166836050568
2024-12-01,118.4587189177115,100.468465357764,102.2572225669077,72.49889123343283,113.4297095222974,107.0298664253923,88.11976467942382,104.6128432026964,88.10539359504199,107.2904597352302,98.80392243700756
2025-01-01,137.7380837191249,106.2725954144871,108.0859318305444,78.55700112497037,114.9442945349279,110.4297023614051,100.5007704817471,110.4255345160663,89.6409389172659,113.0259444682448,103.00423246296194
2025-02-01,126.0054421504853,93.45492121474015,107.4200658985014,75.82936290782905,116.0999239099836,111.6344498411741,102.2922195901295,108.9365924100985,80.35817088740913,112.0262261044405,102.74595063937204
2025-03-01,126.0865364823349,100.5132396148419,110.3089043195281,79.06197361614115,116.7745082211267,110.6757249931696,101.3954289845642,109.7191644131051,86.64506625046165,112.4052913201237,104.20527778749137
2025-04-01,120.0583002860161,100.4546897359707,109.4266991075433,71.38461926679791,115.7583098525022,111.7331296114155,101.1219168773396,108.9036311292726,87.1567392769727,111.4085891840265,102.07568945956473
2025-05-01,123.6179812570283,103.7992069038937,107.3432698494924,72.44851786213897,114.1346462904029,111.8314550935444,97.82662467527548,108.8288676814046,87.70509102792663,111.5693499941288,101.43947227389467
2025-06-01,123.9258083838402,99.88600691552607,103.4030398652651,72.41019369692695,108.7716631333979,112.2971082015356,92.18637733845173,107.022354212345,83.93743189222097,110.3227508641037,99.22050122428139
2025-07-01,124.0357617936696,51.34970215521233,107.8608498960004,72.33378697339546,113.6140117162875,111.9760001919296,97.83375423375035,104.608811327484,30.7561690342318,112.300435501424,101.44616219440324
2025-08-01,121.6483790082254,100.5032455506097,107.5860082673041,72.03559465199228,115.3266926326462,112.1427205994878,101.281291502988,108.9655429313899,87.23036072093167,111.4600596443199,101.7727540378576
2025-09-01,115.2401109826183,101.0399750083802,109.9299141687718,71.98539816989062,114.4734487534113,113.094474813856,100.8871240954108,109.0295518855774,86.76036224056607,111.620192777174,102.37080897648244
2025-10-01,122.7690932011708,106.4351849091741,111.1895019733708,71.62338126848198,117.9412030637756,112.2070021635748,103.0590324454385,110.5292890959578,90.61282966046141,112.8143475284729,103.2402721173008
2025-11-01,130.9404472205762,94.23379550673195,112.6917859390988,71.6587828559975,121.3282569991392,112.5365616085762,105.2029754487505,111.2004291728399,87.24393353725905,113.7546959711155,104.55384685070294
2025-12-01,123.374582744317,103.4203678048433,109.9366186634963,70.68933738936029,116.4942682777311,114.6470003005458,99.57151163886901,110.6770199464559,89.59256838671263,113.4160928615419,102.94180615778338
2026-01-01,127.872044836663,112.308564439206,116.7555611939271,81.077362776445,119.7407283418275,113.8315416120705,99.98772994910621,113.3694746333394,90.46209960180995,116.5867257096478,107.85129848106753
2026-02-01,124.7472977644571,99.62658032040481,111.8434734728545,79.45341763434499,117.8782451885263,114.3080174510973,104.0654225820599,111.6712051633955,79.92037012379005,115.0914953292773,105.87078843670577
2026-03-01,121.9689785258313,107.7151339166367,111.7321682971729,79.68123118501016,117.4886496877238,113.3531019775179,102.376307699796,111.4488219001155,85.10776654637601,114.5421108894754,105.5637877868562
